product_id,weight_g,volume_cm3,category
3aa071139cb16b67ca9e5dea641aaa2f,1000.0,10800.0,artes
e3e020af31d4d89d2602272b315c3f6e,75.0,1911.0,beleza_saude
1eba879220bd0981a0e2fbab499ed4e1,8950.0,45084.0,moveis_escritorio
ce5b91848b91118daffb3af53b747475,1388.0,9486.0,esporte_lazer
5f504b3a1c75b73d6151be81eb05bdc9,15350.0,88360.0,cool_stuff
278b3c6462e86b4556b99989513ddf73,350.0,8000.0,eletroportateis
64c8f1a52b407d92518a1f8b79240a70,100.0,1188.0,telefonia
bcd58b852a3b0152b6b384c4e4474ba2,1400.0,10000.0,cool_stuff
87fb220044e9aca16fbec51c6c997aa0,250.0,4800.0,relogios_presentes
b521fddf2c8a7e7d1791bfb3c1b2f278,1000.0,8000.0,esporte_lazer
1ffe365aa7583189e63f2fa4f060b269,5200.0,42000.0,esporte_lazer
3014e35fd70fce29095ced5cdc89f4ce,125.0,2380.0,telefonia
d458378a178cd7cae60052319cebf235,200.0,2352.0,papelaria
4473f3e5c65952b074ef987fa5c24662,350.0,816.0,telefonia
43724b27731595d954e911f443fb1cc4,2200.0,352.0,construcao_ferramentas_construcao
5e21d5cab5d33e770d8150a4ee6117db,200.0,352.0,relogios_presentes
a5bc1334f1762ce0a844f3f694dc08e1,1200.0,2560.0,cama_mesa_banho
701ff123e9085dcc9c2f833efded6374,10664.0,134505.0,cool_stuff
47969dd948e918289f809be899ddfb4c,258.0,4332.0,papelaria
1b37262ebd1307a6c9aab9aca8584e76,1300.0,5400.0,pet_shop
bbaef2eadf31fe3ea6702077398be06c,400.0,2178.0,perfumaria
84e1b9c6ba2ed178bd217097b41f1251,10893.0,127776.0,moveis_cozinha_area_de_servico_jantar_e_jardim
0e40b1ed4cfd3da1962ec91913e54ba8,175.0,3630.0,eletronicos
78119fbfa709d07b86f5ccf15043c6d6,586.0,2574.0,cool_stuff
c9fe02894880831f6f28d5ac212d036f,314.0,6840.0,construcao_ferramentas_seguranca
3c883b9d3fd2d0ce448d4136349dc0a4,550.0,7935.0,cama_mesa_banho
d19d6968c8fa843da04bf9c9d23c312f,400.0,1232.0,automotivo
c6336fa91fbd87c359e44f5dca5a90ed,150.0,2816.0,esporte_lazer
2e511b5741ab14e7f5294df6f1310b03,188.0,4800.0,informatica_acessorios
b0cd550945da1de6eb9cb69595d540df,900.0,4096.0,esporte_lazer
c04b8195870068ff5c495f269a0bc993,1100.0,1827.0,livros_tecnicos
3c2f792f1041177a81913a977431a99e,200.0,8000.0,eletronicos
f97d74310019b255120e4316f4515d74,200.0,1584.0,fashion_bolsas_e_acessorios
9a5a361f3cd6c280f6bf4ffb6207c51e,200.0,2415.0,papelaria
1dfb36d969d347f56f43590ec42c7b8c,900.0,2028.0,esporte_lazer
e24f73b7631ee3fbb2ab700a9acaa258,2250.0,6600.0,fashion_bolsas_e_acessorios
afce90df29b9a0c1bfe5e1033f1197b1,75.0,627.0,telefonia
0bb7cb61f1957f79dac582ab66ccdc1f,553.0,2430.0,utilidades_domesticas
f72379337062680ca5a2b7b0275913d8,2050.0,11880.0,moveis_decoracao
4c505e52bedf9651c08793647c925e65,350.0,2560.0,cama_mesa_banho
c23381297fa734ea441a15d723199fb5,200.0,8000.0,informatica_acessorios
62224b433a431310bf27129938ad9f64,700.0,15876.0,esporte_lazer
4c7d111494b1116a2bec5e2d940e3439,300.0,759.0,consoles_games
ad0e74d7a7848008daa87492dff8db9f,500.0,6048.0,automotivo
b5d214651360e2d58e13b48ae69c6199,10400.0,62100.0,bebes
dd2ca29c9d0f93d3b1d28d7d7ee3025c,7750.0,27225.0,moveis_sala
f102842fbe436027eeeb7fc76d3063aa,350.0,8000.0,consoles_games
593236d0ff46b4299b4787fb8d43f7f0,7225.0,41200.0,industria_comercio_e_negocios
386486367c1f9d4f587a8864ccb6902b,835.0,11880.0,cama_mesa_banho
35255921c732e0e9319097469d856cd5,400.0,2970.0,relogios_presentes
0eb8e03d4ef83152c4642b606b5bbdec,2900.0,14000.0,moveis_decoracao
3f9d819e1669be4865fdcd717968bb4e,200.0,352.0,informatica_acessorios
bdb0b11a36aed4d0d862a7037c838560,383.0,2496.0,telefonia
88d1ed18fd38fa0ffeeb4b517ca42a9d,470.0,10143.0,utilidades_domesticas
4079a95ae53890e5c268117864020aa8,2350.0,8547.0,cama_mesa_banho
9ff668529410eefd5bca723acb4834c1,1800.0,3600.0,moveis_decoracao
61a53738adc5c0e8d243553320f9ba1c,8809.0,45968.0,esporte_lazer
f50df9b142a624bf4c4d8495489a207e,600.0,11500.0,brinquedos
60bb4500843105345ef9541e59a7a87a,1200.0,14800.0,cama_mesa_banho
296ae6fd1ff55a39b63dbbb3ea7a36a0,8150.0,40000.0,cama_mesa_banho
5ade9eaa68986ae388b9d6ba2aa185e8,5250.0,32670.0,moveis_decoracao
01cf8c7364048b4b6ed0fe400667054d,1200.0,9600.0,brinquedos
af76a54b712e9cab85d2824e96c56ff8,200.0,816.0,automotivo
ca17b18b38db6e0d2c33d362322f2a06,1900.0,5400.0,livros_tecnicos
613d093272cb8f74f25a01e430155a6a,1050.0,60762.0,agro_industria_e_comercio
99d1f27bf9ea0392ab69d0203c6efdc4,150.0,3840.0,perfumaria
99b4596b82b6f75d453160c9c75e01f4,1550.0,7038.0,artigos_de_festas
b73e7ccdd22c0bb891a93ec7d80b717f,461.0,2520.0,esporte_lazer
bfae0d55eef43da69474aadac456cbe4,300.0,8000.0,esporte_lazer
53b36df67ebb7c41585e8d54d6772e08,584.0,2288.0,relogios_presentes
1e56c680b07833e85fec6904b2c7e4b8,200.0,6318.0,pet_shop
d389bacae4eb98af95b782dae3b7f03a,600.0,2850.0,relogios_presentes
98600823ba81f3ba76386dac7c31ee06,125.0,5760.0,beleza_saude
036734b5a58d5d4f46b0616ddc047ced,300.0,816.0,telefonia
87aa68bb4f8c5d53b7a6a496ce10d86c,1500.0,49500.0,pet_shop
b15b38f8a24ce6254dfa5bc5a06f18c5,1600.0,3825.0,automotivo
ca4a58d8a97a4e1c5822292d4cfcb4b6,100.0,612.0,fashion_bolsas_e_acessorios
ace5d86cf1ac63cdb76f49e5cd23d2f8,600.0,2400.0,moveis_decoracao
